birthday,name,profile_url
April 26,Kana Hagino,character.php?id=843
April 26,Kaoru Hatsujou,character.php?id=59275
April 26,Hiroshi Fukuda,character.php?id=65276
April 26,Yusa Akebi,character.php?id=27161
April 26,Tokizaki Maya,character.php?id=48509
April 26,Haruhi Tenjindaira,character.php?id=69741
April 26,Kururi Kujou,character.php?id=14176
April 26,Rumi Fukuda,character.php?id=30593
April 26,Mohawk,character.php?id=18448
April 26,Machiya Yuina,character.php?id=93015
April 27,Naoto Shirogane,character.php?id=19674
April 27,Chin Gentsai,character.php?id=29259
April 27,Zara,character.php?id=82880
April 27,Koboshi Uematsu,character.php?id=32361
April 27,Shiori Usami,character.php?id=74047
April 27,Takumi Usui,character.php?id=21535
April 27,Kirby,character.php?id=77567
April 27,Chitose Karasuyama,character.php?id=65532
April 27,You Satou,character.php?id=32182
April 27,Ayame Shaga,character.php?id=32184
April 27,Ikuyo Suzuki,character.php?id=14985
April 27,Kaito Daimon,character.php?id=31303
April 27,Tamazuki Inugamigyoubu,character.php?id=82101
April 27,Nazuna Nito,character.php?id=81987
April 27,Akira Hattori,character.php?id=32075
April 27,Hayate,character.php?id=30544
April 27,Match,character.php?id=62239
April 27,Demon Tamazuki,character.php?id=42815
April 27,Hikaru Ichinomiya,character.php?id=20289
April 27,Iris Miyauchi,character.php?id=98302
April 27,Hikaru Joumon,character.php?id=43795
April 28,Nagito Komaeda,character.php?id=60989
April 28,Tamami Kogawa,character.php?id=82190
April 28,Itsuki Futaba,character.php?id=76420
April 28,Arata Uzuki,character.php?id=77527
April 28,Tatsuya Araki,character.php?id=78668
April 28,Azusa Hanai,character.php?id=5490
April 28,Kyoutarou Kakei,character.php?id=46262
April 28,Mochizuki,character.php?id=70816
April 28,Mizuki Inuhiko,character.php?id=40441
April 28,Houtarou Oreki,character.php?id=43919
April 28,Kent Austin,character.php?id=62026
April 28,Aina Sakurai,character.php?id=60935
April 28,Keiichirou Shinozaki,character.php?id=76284
April 28,Chisato Wakamiya,character.php?id=12929
April 28,Yotsuba Mishima,character.php?id=47352
April 28,Sasa Moriyasu,character.php?id=94632
April 28,Ritsu Misumi,character.php?id=97758
April 28,Yuuki Toujou,character.php?id=101283
April 29,Kozue Amae,character.php?id=70201
April 29,Azusa Takai,character.php?id=56984
April 29,Yoshikazu Yanagihori,character.php?id=53096
April 29,Gendou Ikari,character.php?id=11867
April 29,Chikagi Katsuragi,character.php?id=74836
April 29,Tamaki Ogami,character.php?id=75359
April 29,Chuuya Nakahara,character.php?id=76224
April 29,Elsa Granhiert,character.php?id=76956
April 29,Miyako Shirakawa,character.php?id=83946
April 29,Venis,character.php?id=1036
April 29,Remy,character.php?id=77623
April 29,Takashi Azuma,character.php?id=62947
April 29,Yukari Ayatsuji,character.php?id=31005
April 29,Sakura Inami,character.php?id=64184
April 29,Yume Kikuchi,character.php?id=65073
April 29,Yuu Kobayakawa,character.php?id=61892
April 29,Hiroshi Jito,character.php?id=81221
April 29,Tetsu Sendagaya,character.php?id=78334
April 29,Yoshichika Tsurugi,character.php?id=75660
April 29,Taihei Noka,character.php?id=77810
April 29,Hazama,character.php?id=64637
April 29,Barry Gamon,character.php?id=62212
April 29,Balder Hringhorni,character.php?id=66587
April 29,Ms. Golden Week,character.php?id=27220
April 29,Bridget Verdant,character.php?id=1026
April 29,Yurika Menou,character.php?id=35551
April 29,Ranka Lee,character.php?id=10404
April 29,Roger Ruvie,character.php?id=44915
April 29,Minori Akino,character.php?id=12165
April 29,Touko Ugawa,character.php?id=15971
April 29,Mary Green,character.php?id=87209
April 29,Shelly Egan,character.php?id=94624
April 29,Yasaka Kazuki,character.php?id=93695
April 29,Fu Shun,character.php?id=89924
April 29,Shizuku Mizuori,character.php?id=98354
April 30,Hinari Kayano,character.php?id=70500
April 30,Yoichi Tanaka,character.php?id=68754
April 30,Sarena Chiyoda,character.php?id=75453
April 30,Haruomi Konoe,character.php?id=82193
April 30,Shintarou Kisaragi,character.php?id=64176
April 30,Seulbi Lee,character.php?id=84274
April 30,Shuichirou Ooishi,character.php?id=17384
April 30,Gato,character.php?id=10910
April 30,Albior,character.php?id=62132
April 30,Aoba Takatsu,character.php?id=50962
April 30,Tatsuya Enomoto,character.php?id=68444
April 30,Keisuke Kotaka,character.php?id=6001
April 30,Sumomo Kohinata,character.php?id=1096
April 30,Roman Saotome,character.php?id=47673
April 30,Youko Sagisawa,character.php?id=15016
April 30,Hinako Sakuragi,character.php?id=79550
April 30,Mai Shibamura,character.php?id=64831
April 30,Eikichi Nebuya,character.php?id=72610
April 30,Phichit Chulanont,character.php?id=78035
April 30,Kengo Miyazawa,character.php?id=14248
April 30,Makoto Yuuki,character.php?id=81686
April 30,Matoi Giboshi,character.php?id=74116
April 30,Wizard,character.php?id=74034
April 30,Twice H. Pieceman,character.php?id=38253
April 30,Konoe Ayatsuki Mercury,character.php?id=83582
April 30,Rantaro Kiyama,character.php?id=77074
April 30,Lyra,character.php?id=38760
April 30,Renee Kearse,character.php?id=50124
April 30,Lidya,character.php?id=93800
April 30,Shiina Kisu,character.php?id=95068
April 30,Ferdinand,character.php?id=96741
April 30,Chang Chun,character.php?id=89925
April 30,Edward Mason,character.php?id=91120
May 1,Masaki Midou,character.php?id=34718
May 1,Angel Itagaki,character.php?id=22468
May 1,Yukari,character.php?id=75394
May 1,Misaki Atago,character.php?id=84835
May 1,Ao Kanbe,character.php?id=87341
May 1,Selphine Flowlight,character.php?id=88609
May 1,Jackie Gudelhian,character.php?id=62815
May 1,Choji Akimichi,character.php?id=10901
May 1,Choji Akimichi,character.php?id=84300
May 1,Choji Akimichi,character.php?id=84301
May 1,Mikaela Hyakuya,character.php?id=71085
May 1,Kokoro Akechi,character.php?id=25809
May 1,Hayate Azuma,character.php?id=78734
May 1,Alex Cazerne,character.php?id=17065
May 1,Yui Ichii,character.php?id=51604
May 1,Rinne Inaba,character.php?id=45505
May 1,Fuu Inubouzaki,character.php?id=70174
May 1,Naoyuki Okazaki,character.php?id=27123
May 1,Kusame Otomiya,character.php?id=50360
May 1,Capote,character.php?id=48036
May 1,Carlos Santana,character.php?id=81467
May 1,Ataru Kawahara,character.php?id=65556
May 1,Rei Kizaki,character.php?id=81199
May 1,Satsuki Kurogiri,character.php?id=76440
May 1,Akane Kowata,character.php?id=76813
May 1,Rika Saionji,character.php?id=71224
May 1,Silence Suzuka,character.php?id=90081
May 1,Hazuki Shiranui,character.php?id=79124
May 1,Satoshi Tsuchida,character.php?id=43444
May 1,Maihime Tenkawa,character.php?id=86908
May 1,Soutarou Haruna,character.php?id=84153
May 1,Kazuharu Fukuyama,character.php?id=13333
May 1,Reiji Maruko,character.php?id=59244
May 1,Yuugiri Konaki ,character.php?id=58030
May 1,Watari,character.php?id=12879
May 1,Shino Sousaki,character.php?id=84226
May 1,Ponkochi,character.php?id=62220
May 1,Manaka Komaki,character.php?id=5929
May 1,Kyou Shikishima,character.php?id=27047
May 1,Kokoro Akechi,character.php?id=26020
May 1,Subaru,character.php?id=67505
May 1,Ren Ibuki,character.php?id=56260
May 1,Atsushi Fujinomiya,character.php?id=90983
May 1,Satsuki,character.php?id=93796
May 1,Anri Sata,character.php?id=95899
May 1,Nonoka Tachibana,character.php?id=97874
May 1,Ichito Tokisaka,character.php?id=98197
May 1,Suzune,character.php?id=33779
May 2,Masaru Shibata,character.php?id=82194
May 2,Ayumi Takahara,character.php?id=23483
May 2,Minato Nagase,character.php?id=32912
May 2,Yuma Shichiri,character.php?id=116
May 2,Ako Tsuchiya,character.php?id=78860
May 2,Azusa Riskross,character.php?id=88619
May 2,Andre Grandier,character.php?id=51306
May 2,Roy Bromwell,character.php?id=85949
May 2,Tionishia,character.php?id=74078
May 2,Raily Claymore,character.php?id=12136
May 2,Mikoto Misaka,character.php?id=17646
May 2,Futaba Odagiri,character.php?id=76405
May 2,Isamu Ichijo,character.php?id=81213
May 2,Satoshi Isshiki,character.php?id=73232
May 2,Verde,character.php?id=31017
May 2,Haruhiko Uchiyama ,character.php?id=53055
May 2,Airs Blue,character.php?id=19046
May 2,Ichiko Kamikura,character.php?id=46167
May 2,Tomo Kishida,character.php?id=17177
May 2,Asuka Kurashina,character.php?id=69512
May 2,Connie Springer,character.php?id=29140
May 2,Coribou,character.php?id=86372
May 2,Special Week,character.php?id=90082
May 2,Naoki Takeda,character.php?id=34033
May 2,Kotarou Tennouji,character.php?id=17449
May 2,Osamu Nayagama,character.php?id=80485
May 2,Negi Springfield,character.php?id=13466
May 2,Hana N. Fontainestand,character.php?id=68583
May 2,Ichiyou Higuchi,character.php?id=76221
May 2,Arisu Himeno,character.php?id=75406
May 2,Monkey D. Garp,character.php?id=27177
May 2,Ronse,character.php?id=47844
May 2,Yoko,character.php?id=12553
May 2,Darnic Prestone Yggdmillennia,character.php?id=81705
May 2,Verde (adult),character.php?id=47523
May 2,Satonaka Komachi,character.php?id=93021
May 2,Chiwa Andou,character.php?id=98051
May 2,Fujita,character.php?id=101388
May 2,Kato Haru,character.php?id=101735
May 3,Ryuta Kawamura,character.php?id=66544
May 3,Satsuki Kitaoji,character.php?id=17191
May 3,Nanaka Shirakawa,character.php?id=287
May 3,Kurohime,character.php?id=427
May 3,Yui Shishido,character.php?id=31370
May 3,Yui Kotegawa,character.php?id=19728
May 3,Trip,character.php?id=35300
May 3,Tateha Tatebayashi,character.php?id=74505
May 3,Hane Sakura,character.php?id=76025
May 3,Chisa Yukizome,character.php?id=77987
May 3,Ciel,character.php?id=1579
May 3,Chris,character.php?id=29284
May 3,Gang-il,character.php?id=80191
May 3,Mito Uzumaki,character.php?id=66335
May 3,Kazuki Kohori,character.php?id=12607
May 3,Arlong,character.php?id=20429
May 3,Itsuki Kitaooji,character.php?id=21193
May 3,Koyomi Kirishima,character.php?id=24687
May 3,Sayako Kuwahara,character.php?id=5374
May 3,Oxnard,character.php?id=49610
May 3,Sewagakari no Medanuki,character.php?id=42905
May 3,Rumiko Chie,character.php?id=24365
May 3,Tifa Lockhart,character.php?id=35043
May 3,Io Nitta,character.php?id=51889
May 3,Arale Norimaki,character.php?id=23885
May 3,Shun Matsuoka,character.php?id=31531
May 3,Haru Miura,character.php?id=13499
May 3,Narumi Momose,character.php?id=90039
May 3,Karu Yamaji,character.php?id=70423
May 3,Yukino,character.php?id=254
May 3,Lumiale,character.php?id=47549
May 3,Kentou Kanami,character.php?id=19249
May 3,Aki Nishina,character.php?id=18441
May 3,Val Va Valados,character.php?id=93805
May 3,Prince of Wales,character.php?id=89850
May 3,Yuuna Takatsuki,character.php?id=98551
May 3,Midori Himeno,character.php?id=27347
May 3,Angela Belti,character.php?id=29060
May 3,Tidus,character.php?id=15749
May 3,Gizmo,character.php?id=100553
May 3,Jack,character.php?id=100330
May 3,Isuke Matsukawa,character.php?id=101227
May 4,Lumha Howard,character.php?id=50384
May 4,Izaya Orihara,character.php?id=21492
May 4,Charlotte,character.php?id=77288
May 4,Manami Tamura,character.php?id=22768
May 4,Alice Kagamihara,character.php?id=87469
May 4,Hime Yarizakura,character.php?id=15422
May 4,Kii,character.php?id=75233
May 4,Mitsuru Kumagai,character.php?id=33500
May 4,Takuma Egawa,character.php?id=66124
May 4,Jae-Ha,character.php?id=69497
May 4,Haruka Ayatsuji,character.php?id=74049
May 4,Ishilly ,character.php?id=49313
May 4,Ryouma Ichijou,character.php?id=67756
May 4,Tsubasa,character.php?id=14795
May 4,Conan Edogawa,character.php?id=22272
May 4,Tsubasa Katsuki,character.php?id=90162
May 4,Mai Kazuki,character.php?id=46624
May 4,Seira Kazuno,character.php?id=77878
May 4,Jimmy Kudo,character.php?id=16247
May 4,Salome,character.php?id=30865
May 4,Tsukasa Takamine,character.php?id=10315
May 4,Chaozii Han,character.php?id=27412
May 4,Ryuu Tsuji,character.php?id=10442
May 4,Shou Nakijin,character.php?id=77555
May 4,Kyousuke Natsume,character.php?id=14249
May 4,Haya Nonohara,character.php?id=5481
May 4,Issuke Hachiya,character.php?id=33443
May 4,Fireball Hikari,character.php?id=50983
May 4,Haruto Mizushima,character.php?id=67134
May 4,Ikumi Mito,character.php?id=71859
May 4,Satsuki Momoi,character.php?id=58988
May 4,Rino Randou,character.php?id=9792
May 4,Ros,character.php?id=56850
May 4,Subaru Wakaba,character.php?id=79652
May 4,Yuya Bridges,character.php?id=45382
May 4,Haya Nonohara,character.php?id=31386
May 4,Alice,character.php?id=74035
May 4,Asahi Onodera,character.php?id=39384
May 4,Sheila Kuremarusu Rumu Maso,character.php?id=30596
May 4,Miyako Arima,character.php?id=1586
May 4,Nate,character.php?id=67050
May 4,Kei Nagayoshi,character.php?id=70424
May 4,Siren Tium,character.php?id=89591
May 4,Hallesch Sleiman,character.php?id=29621
May 4,Chiyuri Amana,character.php?id=97907
May 4,Hanae Yaotome,character.php?id=98174
May 4,Ginshi Shirazu,character.php?id=90048
May 4,Jimmy Kudo,character.php?id=22270
May 5,Tanya Natipitaddo,character.php?id=14896
May 5,Atsushi Nakajima,character.php?id=76216
May 5,Soramaru Kumo,character.php?id=69729
May 5,Shigeru Aoba,character.php?id=46101
May 5,Coo Erhard,character.php?id=33470
May 5,Monkey D. Luffy,character.php?id=10607
May 5,Karin Kazuchi,character.php?id=65113
May 5,Sayuri Kurata,character.php?id=114
May 5,Akira Kawana,character.php?id=987
May 5,Iori Minase,character.php?id=7866
May 5,Iori Minase,character.php?id=70891
May 5,Ricca Morizono,character.php?id=34042
May 5,Juuji Minami,character.php?id=24368
May 5,Izumi Hashima,character.php?id=70416
May 5,Himi Yasaka,character.php?id=71776
May 5,Otome Arisugawa,character.php?id=58295
May 5,Matsuri Kujou,character.php?id=72480
May 5,Kasumi Izumo,character.php?id=74462
May 5,Keita Itou,character.php?id=75294
May 5,Mao Onigawara,character.php?id=75522
May 5,Akane,character.php?id=75389
May 5,Aoi Satsuki,character.php?id=77524
May 5,Byakuya Togami,character.php?id=60960
May 5,Kira Himuro,character.php?id=78775
May 5,Nene Sakura,character.php?id=77458
May 5,Dotsuku,character.php?id=83151
May 5,Keita Suminoe,character.php?id=20466
May 5,Mimi Pearlbaton,character.php?id=77928
May 5,Goro Daimon,character.php?id=29269
May 5,Chae Lim,character.php?id=80635
May 5,Alexis Rhodes,character.php?id=9266
May 5,Hideo Shimazu,character.php?id=85932
May 5,Kiriya,character.php?id=43085
May 5,May,character.php?id=10650
May 5,Jack Levin,character.php?id=79100
May 5,Deidara,character.php?id=15570
May 5,Ichiro Hiruma,character.php?id=72352
May 5,Sylvester Asimov,character.php?id=72330
May 5,Hanako Tanaka,character.php?id=46569
May 5,Ramu Jiyuuni,character.php?id=90115
May 5,Daichi Norita,character.php?id=77420
May 5,Shinosuke Nohara,character.php?id=27811
May 5,Monkey D. Luffy (young),character.php?id=48753
May 5,Hideyoshi Soya,character.php?id=39703
May 5,Kyousuke Kazama,character.php?id=29135
May 5,Kunashiri,character.php?id=82862
May 5,Anna Aoi,character.php?id=13977
May 5,Katsuhira Agata,character.php?id=76388
May 5,Ai Asato,character.php?id=74098
May 5,Apricot Sakuraba,character.php?id=217
May 5,Wataru Ikusabe,character.php?id=56786
May 5,Daigo Ikari,character.php?id=59201
May 5,Domon Ishijima,character.php?id=49012
May 5,Ginga Izumo,character.php?id=80466
May 5,Keita Ito,character.php?id=24504
May 5,Kaori Iba,character.php?id=12692
May 5,Oota,character.php?id=76621
May 5,Ootake,character.php?id=62218
May 5,Marenoshin Omaeda,character.php?id=61375
May 5,Marechiyo Omaeda,character.php?id=10744
May 5,Carl Clover,character.php?id=23326
May 5,Momo Kawashima,character.php?id=49071
May 5,Sachiko Kawamura,character.php?id=22772
May 5,Onibi Kizumiyama,character.php?id=35860
May 5,Kenny,character.php?id=76814
