id,birthday,name,profile_url,anime_title
4147,April 26,Yukiko Asai,character.php?id=76595,
4148,April 26,Katsumi Kurebayashi,character.php?id=62951,
4149,April 26,Yoshino Koharu,character.php?id=80304,
4150,April 26,Seiun Sky,character.php?id=90090,
4151,April 26,Chaka the Jackal,character.php?id=47662,
4152,April 26,Intrepid,character.php?id=89582,
4153,April 26,Kana Hagino,character.php?id=843,
4154,April 26,Kaoru Hatsujou,character.php?id=59275,
4155,April 26,Hiroshi Fukuda,character.php?id=65276,
4156,April 26,Yusa Akebi,character.php?id=27161,
4157,April 26,Tokizaki Maya,character.php?id=48509,
4158,April 26,Haruhi Tenjindaira,character.php?id=69741,
4159,April 26,Kururi Kujou,character.php?id=14176,
4160,April 26,Rumi Fukuda,character.php?id=30593,
4161,April 26,Mohawk,character.php?id=18448,
4162,April 26,Machiya Yuina,character.php?id=93015,
4163,April 27,Naoto Shirogane,character.php?id=19674,
4164,April 27,Chin Gentsai,character.php?id=29259,
4165,April 27,Zara,character.php?id=82880,
4166,April 27,Koboshi Uematsu,character.php?id=32361,
4167,April 27,Shiori Usami,character.php?id=74047,
4168,April 27,Takumi Usui,character.php?id=21535,
4169,April 27,Kirby,character.php?id=77567,
4170,April 27,Chitose Karasuyama,character.php?id=65532,
4171,April 27,You Satou,character.php?id=32182,
4172,April 27,Ayame Shaga,character.php?id=32184,
4173,April 27,Ikuyo Suzuki,character.php?id=14985,
4174,April 27,Kaito Daimon,character.php?id=31303,
4175,April 27,Tamazuki Inugamigyoubu,character.php?id=82101,
4176,April 27,Nazuna Nito,character.php?id=81987,
4177,April 27,Akira Hattori,character.php?id=32075,
4178,April 27,Hayate,character.php?id=30544,
4179,April 27,Match,character.php?id=62239,
4180,April 27,Demon Tamazuki,character.php?id=42815,
4181,April 27,Hikaru Ichinomiya,character.php?id=20289,
4182,April 27,Iris Miyauchi,character.php?id=98302,
4183,April 27,Hikaru Joumon,character.php?id=43795,
4184,April 28,Nagito Komaeda,character.php?id=60989,
4185,April 28,Tamami Kogawa,character.php?id=82190,
4186,April 28,Itsuki Futaba,character.php?id=76420,
4187,April 28,Arata Uzuki,character.php?id=77527,
4188,April 28,Tatsuya Araki,character.php?id=78668,
4189,April 28,Azusa Hanai,character.php?id=5490,
4190,April 28,Kyoutarou Kakei,character.php?id=46262,
4191,April 28,Mochizuki,character.php?id=70816,
4192,April 28,Mizuki Inuhiko,character.php?id=40441,
4193,April 28,Houtarou Oreki,character.php?id=43919,
4194,April 28,Kent Austin,character.php?id=62026,
4195,April 28,Aina Sakurai,character.php?id=60935,
4196,April 28,Keiichirou Shinozaki,character.php?id=76284,
4197,April 28,Chisato Wakamiya,character.php?id=12929,
4198,April 28,Yotsuba Mishima,character.php?id=47352,
4199,April 28,Sasa Moriyasu,character.php?id=94632,
4200,April 28,Ritsu Misumi,character.php?id=97758,
4201,April 28,Yuuki Toujou,character.php?id=101283,
4202,April 29,Kozue Amae,character.php?id=70201,
4203,April 29,Azusa Takai,character.php?id=56984,
4204,April 29,Yoshikazu Yanagihori,character.php?id=53096,
4205,April 29,Gendou Ikari,character.php?id=11867,
4206,April 29,Chikagi Katsuragi,character.php?id=74836,
4207,April 29,Tamaki Ogami,character.php?id=75359,
4208,April 29,Chuuya Nakahara,character.php?id=76224,
4209,April 29,Elsa Granhiert,character.php?id=76956,
4210,April 29,Miyako Shirakawa,character.php?id=83946,
4211,April 29,Venis,character.php?id=1036,
4212,April 29,Remy,character.php?id=77623,
4213,April 29,Takashi Azuma,character.php?id=62947,
4214,April 29,Yukari Ayatsuji,character.php?id=31005,
4215,April 29,Sakura Inami,character.php?id=64184,
4216,April 29,Yume Kikuchi,character.php?id=65073,
4217,April 29,Yuu Kobayakawa,character.php?id=61892,
4218,April 29,Hiroshi Jito,character.php?id=81221,
4219,April 29,Tetsu Sendagaya,character.php?id=78334,
4220,April 29,Yoshichika Tsurugi,character.php?id=75660,
4221,April 29,Taihei Noka,character.php?id=77810,
4222,April 29,Hazama,character.php?id=64637,
4223,April 29,Barry Gamon,character.php?id=62212,
4224,April 29,Balder Hringhorni,character.php?id=66587,
4225,April 29,Ms. Golden Week,character.php?id=27220,
4226,April 29,Bridget Verdant,character.php?id=1026,
4227,April 29,Yurika Menou,character.php?id=35551,
4228,April 29,Ranka Lee,character.php?id=10404,
4229,April 29,Roger Ruvie,character.php?id=44915,
4230,April 29,Minori Akino,character.php?id=12165,
4231,April 29,Touko Ugawa,character.php?id=15971,
4232,April 29,Mary Green,character.php?id=87209,
4233,April 29,Shelly Egan,character.php?id=94624,
4234,April 29,Yasaka Kazuki,character.php?id=93695,
4235,April 29,Fu Shun,character.php?id=89924,
4236,April 29,Shizuku Mizuori,character.php?id=98354,
4237,April 30,Hinari Kayano,character.php?id=70500,
4238,April 30,Yoichi Tanaka,character.php?id=68754,
4239,April 30,Sarena Chiyoda,character.php?id=75453,
4240,April 30,Haruomi Konoe,character.php?id=82193,
4241,April 30,Shintarou Kisaragi,character.php?id=64176,
4242,April 30,Seulbi Lee,character.php?id=84274,
4243,April 30,Shuichirou Ooishi,character.php?id=17384,
4244,April 30,Gato,character.php?id=10910,
4245,April 30,Albior,character.php?id=62132,
4246,April 30,Aoba Takatsu,character.php?id=50962,
4247,April 30,Tatsuya Enomoto,character.php?id=68444,
4248,April 30,Keisuke Kotaka,character.php?id=6001,
4249,April 30,Sumomo Kohinata,character.php?id=1096,
4250,April 30,Roman Saotome,character.php?id=47673,
4251,April 30,Youko Sagisawa,character.php?id=15016,
4252,April 30,Hinako Sakuragi,character.php?id=79550,
4253,April 30,Mai Shibamura,character.php?id=64831,
4254,April 30,Eikichi Nebuya,character.php?id=72610,
4255,April 30,Phichit Chulanont,character.php?id=78035,
4256,April 30,Kengo Miyazawa,character.php?id=14248,
4257,April 30,Makoto Yuuki,character.php?id=81686,
4258,April 30,Matoi Giboshi,character.php?id=74116,
4259,April 30,Wizard,character.php?id=74034,
4260,April 30,Twice H. Pieceman,character.php?id=38253,
4261,April 30,Konoe Ayatsuki Mercury,character.php?id=83582,
4262,April 30,Rantaro Kiyama,character.php?id=77074,
4263,April 30,Lyra,character.php?id=38760,
4264,April 30,Renee Kearse,character.php?id=50124,
4265,April 30,Lidya,character.php?id=93800,
4266,April 30,Shiina Kisu,character.php?id=95068,
4267,April 30,Ferdinand,character.php?id=96741,
4268,April 30,Chang Chun,character.php?id=89925,
4269,April 30,Edward Mason,character.php?id=91120,
4270,May 1,Masaki Midou,character.php?id=34718,
4271,May 1,Angel Itagaki,character.php?id=22468,
4272,May 1,Yukari,character.php?id=75394,
4273,May 1,Misaki Atago,character.php?id=84835,
4274,May 1,Ao Kanbe,character.php?id=87341,
4275,May 1,Selphine Flowlight,character.php?id=88609,
4276,May 1,Jackie Gudelhian,character.php?id=62815,
4277,May 1,Choji Akimichi,character.php?id=10901,
4278,May 1,Choji Akimichi,character.php?id=84300,
4279,May 1,Choji Akimichi,character.php?id=84301,
4280,May 1,Mikaela Hyakuya,character.php?id=71085,
4281,May 1,Kokoro Akechi,character.php?id=25809,
4282,May 1,Hayate Azuma,character.php?id=78734,
4283,May 1,Alex Cazerne,character.php?id=17065,
4284,May 1,Yui Ichii,character.php?id=51604,
4285,May 1,Rinne Inaba,character.php?id=45505,
4286,May 1,Fuu Inubouzaki,character.php?id=70174,
4287,May 1,Naoyuki Okazaki,character.php?id=27123,
4288,May 1,Kusame Otomiya,character.php?id=50360,
4289,May 1,Capote,character.php?id=48036,
4290,May 1,Carlos Santana,character.php?id=81467,
4291,May 1,Ataru Kawahara,character.php?id=65556,
4292,May 1,Rei Kizaki,character.php?id=81199,
4293,May 1,Satsuki Kurogiri,character.php?id=76440,
4294,May 1,Akane Kowata,character.php?id=76813,
4295,May 1,Rika Saionji,character.php?id=71224,
4296,May 1,Silence Suzuka,character.php?id=90081,
4297,May 1,Hazuki Shiranui,character.php?id=79124,
4298,May 1,Satoshi Tsuchida,character.php?id=43444,
4299,May 1,Maihime Tenkawa,character.php?id=86908,
4300,May 1,Soutarou Haruna,character.php?id=84153,
4301,May 1,Kazuharu Fukuyama,character.php?id=13333,
4302,May 1,Reiji Maruko,character.php?id=59244,
4303,May 1,Yuugiri Konaki ,character.php?id=58030,
4304,May 1,Watari,character.php?id=12879,
4305,May 1,Shino Sousaki,character.php?id=84226,
4306,May 1,Ponkochi,character.php?id=62220,
4307,May 1,Manaka Komaki,character.php?id=5929,
4308,May 1,Kyou Shikishima,character.php?id=27047,
4309,May 1,Kokoro Akechi,character.php?id=26020,
4310,May 1,Subaru,character.php?id=67505,
4311,May 1,Ren Ibuki,character.php?id=56260,
4312,May 1,Atsushi Fujinomiya,character.php?id=90983,
4313,May 1,Satsuki,character.php?id=93796,
4314,May 1,Anri Sata,character.php?id=95899,
4315,May 1,Nonoka Tachibana,character.php?id=97874,
4316,May 1,Ichito Tokisaka,character.php?id=98197,
4317,May 1,Suzune,character.php?id=33779,
4318,May 2,Masaru Shibata,character.php?id=82194,
4319,May 2,Ayumi Takahara,character.php?id=23483,
4320,May 2,Minato Nagase,character.php?id=32912,
4321,May 2,Yuma Shichiri,character.php?id=116,
4322,May 2,Ako Tsuchiya,character.php?id=78860,
4323,May 2,Azusa Riskross,character.php?id=88619,
4324,May 2,Andre Grandier,character.php?id=51306,
4325,May 2,Roy Bromwell,character.php?id=85949,
4326,May 2,Tionishia,character.php?id=74078,
4327,May 2,Raily Claymore,character.php?id=12136,
4328,May 2,Mikoto Misaka,character.php?id=17646,
4329,May 2,Futaba Odagiri,character.php?id=76405,
4330,May 2,Isamu Ichijo,character.php?id=81213,
4331,May 2,Satoshi Isshiki,character.php?id=73232,
4332,May 2,Verde,character.php?id=31017,
4333,May 2,Haruhiko Uchiyama ,character.php?id=53055,
4334,May 2,Airs Blue,character.php?id=19046,
4335,May 2,Ichiko Kamikura,character.php?id=46167,
4336,May 2,Tomo Kishida,character.php?id=17177,
4337,May 2,Asuka Kurashina,character.php?id=69512,
4338,May 2,Connie Springer,character.php?id=29140,
4339,May 2,Coribou,character.php?id=86372,
4340,May 2,Special Week,character.php?id=90082,
4341,May 2,Naoki Takeda,character.php?id=34033,
4342,May 2,Kotarou Tennouji,character.php?id=17449,
4343,May 2,Osamu Nayagama,character.php?id=80485,
4344,May 2,Negi Springfield,character.php?id=13466,
4345,May 2,Hana N. Fontainestand,character.php?id=68583,
4346,May 2,Ichiyou Higuchi,character.php?id=76221,
4347,May 2,Arisu Himeno,character.php?id=75406,
4348,May 2,Monkey D. Garp,character.php?id=27177,
4349,May 2,Ronse,character.php?id=47844,
4350,May 2,Yoko,character.php?id=12553,
4351,May 2,Darnic Prestone Yggdmillennia,character.php?id=81705,
4352,May 2,Verde (adult),character.php?id=47523,
4353,May 2,Satonaka Komachi,character.php?id=93021,
4354,May 2,Chiwa Andou,character.php?id=98051,
4355,May 2,Fujita,character.php?id=101388,
4356,May 2,Kato Haru,character.php?id=101735,
4357,May 3,Ryuta Kawamura,character.php?id=66544,
4358,May 3,Satsuki Kitaoji,character.php?id=17191,
4359,May 3,Nanaka Shirakawa,character.php?id=287,
4360,May 3,Kurohime,character.php?id=427,
4361,May 3,Yui Shishido,character.php?id=31370,
4362,May 3,Yui Kotegawa,character.php?id=19728,
4363,May 3,Trip,character.php?id=35300,
4364,May 3,Tateha Tatebayashi,character.php?id=74505,
4365,May 3,Hane Sakura,character.php?id=76025,
4366,May 3,Chisa Yukizome,character.php?id=77987,
4367,May 3,Ciel,character.php?id=1579,
4368,May 3,Chris,character.php?id=29284,
4369,May 3,Gang-il,character.php?id=80191,
4370,May 3,Mito Uzumaki,character.php?id=66335,
4371,May 3,Kazuki Kohori,character.php?id=12607,
4372,May 3,Arlong,character.php?id=20429,
4373,May 3,Itsuki Kitaooji,character.php?id=21193,
4374,May 3,Koyomi Kirishima,character.php?id=24687,
4375,May 3,Sayako Kuwahara,character.php?id=5374,
4376,May 3,Oxnard,character.php?id=49610,
4377,May 3,Sewagakari no Medanuki,character.php?id=42905,
4378,May 3,Rumiko Chie,character.php?id=24365,
4379,May 3,Tifa Lockhart,character.php?id=35043,
4380,May 3,Io Nitta,character.php?id=51889,
4381,May 3,Arale Norimaki,character.php?id=23885,
4382,May 3,Shun Matsuoka,character.php?id=31531,
4383,May 3,Haru Miura,character.php?id=13499,
4384,May 3,Narumi Momose,character.php?id=90039,
4385,May 3,Karu Yamaji,character.php?id=70423,
4386,May 3,Yukino,character.php?id=254,
4387,May 3,Lumiale,character.php?id=47549,
4388,May 3,Kentou Kanami,character.php?id=19249,
4389,May 3,Aki Nishina,character.php?id=18441,
4390,May 3,Val Va Valados,character.php?id=93805,
4391,May 3,Prince of Wales,character.php?id=89850,
4392,May 3,Yuuna Takatsuki,character.php?id=98551,
4393,May 3,Midori Himeno,character.php?id=27347,
4394,May 3,Angela Belti,character.php?id=29060,
4395,May 3,Tidus,character.php?id=15749,
4396,May 3,Gizmo,character.php?id=100553,
4397,May 3,Jack,character.php?id=100330,
4398,May 3,Isuke Matsukawa,character.php?id=101227,
4399,May 4,Lumha Howard,character.php?id=50384,
4400,May 4,Izaya Orihara,character.php?id=21492,
4401,May 4,Charlotte,character.php?id=77288,
4402,May 4,Manami Tamura,character.php?id=22768,
4403,May 4,Alice Kagamihara,character.php?id=87469,
4404,May 4,Hime Yarizakura,character.php?id=15422,
4405,May 4,Kii,character.php?id=75233,
4406,May 4,Mitsuru Kumagai,character.php?id=33500,
4407,May 4,Takuma Egawa,character.php?id=66124,
4408,May 4,Jae-Ha,character.php?id=69497,
4409,May 4,Haruka Ayatsuji,character.php?id=74049,
4410,May 4,Ishilly ,character.php?id=49313,
4411,May 4,Ryouma Ichijou,character.php?id=67756,
4412,May 4,Tsubasa,character.php?id=14795,
4413,May 4,Conan Edogawa,character.php?id=22272,
4414,May 4,Tsubasa Katsuki,character.php?id=90162,
4415,May 4,Mai Kazuki,character.php?id=46624,
4416,May 4,Seira Kazuno,character.php?id=77878,
4417,May 4,Jimmy Kudo,character.php?id=16247,
4418,May 4,Salome,character.php?id=30865,
4419,May 4,Tsukasa Takamine,character.php?id=10315,
4420,May 4,Chaozii Han,character.php?id=27412,
4421,May 4,Ryuu Tsuji,character.php?id=10442,
4422,May 4,Shou Nakijin,character.php?id=77555,
4423,May 4,Kyousuke Natsume,character.php?id=14249,
4424,May 4,Haya Nonohara,character.php?id=5481,
4425,May 4,Issuke Hachiya,character.php?id=33443,
4426,May 4,Fireball Hikari,character.php?id=50983,
4427,May 4,Haruto Mizushima,character.php?id=67134,
4428,May 4,Ikumi Mito,character.php?id=71859,
4429,May 4,Satsuki Momoi,character.php?id=58988,
4430,May 4,Rino Randou,character.php?id=9792,
4431,May 4,Ros,character.php?id=56850,
4432,May 4,Subaru Wakaba,character.php?id=79652,
4433,May 4,Yuya Bridges,character.php?id=45382,
4434,May 4,Haya Nonohara,character.php?id=31386,
4435,May 4,Alice,character.php?id=74035,
4436,May 4,Asahi Onodera,character.php?id=39384,
4437,May 4,Sheila Kuremarusu Rumu Maso,character.php?id=30596,
4438,May 4,Miyako Arima,character.php?id=1586,
4439,May 4,Nate,character.php?id=67050,
4440,May 4,Kei Nagayoshi,character.php?id=70424,
4441,May 4,Siren Tium,character.php?id=89591,
4442,May 4,Hallesch Sleiman,character.php?id=29621,
4443,May 4,Chiyuri Amana,character.php?id=97907,
4444,May 4,Hanae Yaotome,character.php?id=98174,
4445,May 4,Ginshi Shirazu,character.php?id=90048,
4446,May 4,Jimmy Kudo,character.php?id=22270,
4447,May 5,Tanya Natipitaddo,character.php?id=14896,
4448,May 5,Atsushi Nakajima,character.php?id=76216,
4449,May 5,Soramaru Kumo,character.php?id=69729,
4450,May 5,Shigeru Aoba,character.php?id=46101,
4451,May 5,Coo Erhard,character.php?id=33470,
4452,May 5,Monkey D. Luffy,character.php?id=10607,
4453,May 5,Karin Kazuchi,character.php?id=65113,
4454,May 5,Sayuri Kurata,character.php?id=114,
4455,May 5,Akira Kawana,character.php?id=987,
4456,May 5,Iori Minase,character.php?id=7866,
4457,May 5,Iori Minase,character.php?id=70891,
4458,May 5,Ricca Morizono,character.php?id=34042,
4459,May 5,Juuji Minami,character.php?id=24368,
4460,May 5,Izumi Hashima,character.php?id=70416,
4461,May 5,Himi Yasaka,character.php?id=71776,
4462,May 5,Otome Arisugawa,character.php?id=58295,
4463,May 5,Matsuri Kujou,character.php?id=72480,
4464,May 5,Kasumi Izumo,character.php?id=74462,
4465,May 5,Keita Itou,character.php?id=75294,
4466,May 5,Mao Onigawara,character.php?id=75522,
4467,May 5,Akane,character.php?id=75389,
4468,May 5,Aoi Satsuki,character.php?id=77524,
4469,May 5,Byakuya Togami,character.php?id=60960,
4470,May 5,Kira Himuro,character.php?id=78775,
4471,May 5,Nene Sakura,character.php?id=77458,
4472,May 5,Dotsuku,character.php?id=83151,
4473,May 5,Keita Suminoe,character.php?id=20466,
4474,May 5,Mimi Pearlbaton,character.php?id=77928,
4475,May 5,Goro Daimon,character.php?id=29269,
4476,May 5,Chae Lim,character.php?id=80635,
4477,May 5,Alexis Rhodes,character.php?id=9266,
4478,May 5,Hideo Shimazu,character.php?id=85932,
4479,May 5,Kiriya,character.php?id=43085,
4480,May 5,May,character.php?id=10650,
4481,May 5,Jack Levin,character.php?id=79100,
4482,May 5,Deidara,character.php?id=15570,
4483,May 5,Ichiro Hiruma,character.php?id=72352,
4484,May 5,Sylvester Asimov,character.php?id=72330,
4485,May 5,Hanako Tanaka,character.php?id=46569,
4486,May 5,Ramu Jiyuuni,character.php?id=90115,
4487,May 5,Daichi Norita,character.php?id=77420,
4488,May 5,Shinosuke Nohara,character.php?id=27811,
4489,May 5,Monkey D. Luffy (young),character.php?id=48753,
4490,May 5,Hideyoshi Soya,character.php?id=39703,
4491,May 5,Kyousuke Kazama,character.php?id=29135,
4492,May 5,Kunashiri,character.php?id=82862,
4493,May 5,Anna Aoi,character.php?id=13977,
4494,May 5,Katsuhira Agata,character.php?id=76388,
4495,May 5,Ai Asato,character.php?id=74098,
4496,May 5,Apricot Sakuraba,character.php?id=217,
4497,May 5,Wataru Ikusabe,character.php?id=56786,
4498,May 5,Daigo Ikari,character.php?id=59201,
4499,May 5,Domon Ishijima,character.php?id=49012,
4500,May 5,Ginga Izumo,character.php?id=80466,
4501,May 5,Keita Ito,character.php?id=24504,
4502,May 5,Kaori Iba,character.php?id=12692,
4503,May 5,Oota,character.php?id=76621,
